"The name of the city is invalid.","De plaatsnaam is onjuist."
"The name of the city is missing.","De plaatsnaam ontbreekt."
"The name prefix is invalid.","Het naam tussenvoegsel is onjuist."
"The name prefix is missing.","Het naam tussenvoegsel ontbreekt."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The order is not fully completed. Please contact the store owner.","The order is not fully completed. Please contact the store owner."
"The order number is already excisting.","Het ordernummer bestaat al."
"The order number is invalid.","Het ordernummer is onjuist."
"The order number is missing.","Het ordernummer ontbreekt."
"The orderline is invalid.","De orderregel is onjuist."
"The orderline is missing.","De orderregel ontbreekt."
"The parameters ""3DSIGNVAL"" was false.","The parameters ""3DSIGNVAL"" was false."
"The parent transaction reference already exists.","Het parent transaction reference bestaat al."
"The parent transaction reference is invalid.","Het parent transaction reference is onjuist."
"The parent transaction reference is missing.","Het parent transaction reference ontbreekt."
"The password is provided by Open Payment Platform.","Het wachtwoord wordt verstrekt door Open Payment Platform."
"The payment could not be authorized, because it is not certain.","De betaling kan niet worden toegestaan, omdat het niet zeker is."
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethod does not support recurring payment.","De betaalmethode !paymentMethod ondersteunt geen terugkerende betalingen."
"The payment method !paymentMethodName does not support the currency '!currency'.","De betaalmethode !paymentMethodName ondersteunt niet de munt '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","De betaalmethode !paymentMethodName is niet beschikbaar in uw land ('!country')."
"The payment method '!paymentMethod' cannot be used for Moto payments.","The payment method '!paymentMethod' cannot be used for Moto payments."
"The payment update has been made.","The payment update has been made."
"The portal id provided by Open Payment Platform","The portal id provided by Open Payment Platform"
"The postal code is invalid.","De postcode is onjuist."
"The postal code is missing.","De postcode ontbreekt."
"The product quantity is invalid.","Het product aantal is onjuist."
"The product quantity is missing.","Het product aantal ontbreekt."
"The provided signature does not match with the one calculated.","The provided signature does not match with the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of Open Payment Platform. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Open Payment Platform. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit."
"The refund announcement failed.","The refund announcement failed."
"The refund failed due to an unkown reason.","The refund failed due to an unkown reason."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refunding could not be conducted. Error code: !error."
"The response seems not to be valid.","The response seems not to be valid."
"The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off.","The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off."
"The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement.","The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement."
"The secret key set in the Open Payment Platform backend, on .","The secret key set in the Open Payment Platform backend, on ."
"The secret key set in the Open Payment Platform backend, on backendUrlLive____.","The secret key set in the Open Payment Platform backend, on backendUrlLive____."
"The sender ID is provided by Open Payment Platform.","De Sender ID wordt door Open Payment Platform."
"The sender ID is provided by Open Payment Platform. This is only needed by the hidden authorization.","The sender ID is provided by Open Payment Platform. This is only needed by the hidden authorization."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The site id (PBX_RANG) as defined in the backoffice of Open Payment Platform.","The site id (PBX_RANG) as defined in the backoffice of Open Payment Platform."
"The style of the input field, using inline CSS. This style will be appkied if 'Use Style' is set to 'Inline Style'.","The style of the input field, using inline CSS. This style will be appkied if 'Use Style' is set to 'Inline Style'."
"The sub account id provided by Open Payment Platform","The sub account id provided by Open Payment Platform"
"The surname is invalid.","De achternaam is onjuist."
"The surname is missing.","De achternaam ontbreekt."
"The telephone number is invalid.","Het telefoonnummer is onjuist."
"The telephone number is missing.","Het telefoonnummer ontbreekt."
"The text which will be displayed on the account- and credit card statements. This will be cut at 27 characters to make a new line. It is not possible to force a new line throught the us of e.g. spaces ("" "").","The text which will be displayed on the account- and credit card statements. This will be cut at 27 characters to make a new line. It is not possible to force a new line throught the us of e.g. spaces ("" "")."
"The third of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off.","The third of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off."
"The third of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement.","The third of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement."
"The total order amount is invalid.","Het totaalbedrag is onjuist."
"The total order amount is missing.","Het totaalbedrag ontbreekt."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","Het totaal terug te betalen bedrag kan niet hoger zijn dan de vastgelegde bedrag"
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction failed due to an unknown reason.","De transactie  is mislukt met een onbekende fout"
"The transaction failed with error code !code.","The transaction failed with error code !code."
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The transaction reaches an invalid state, because the response of Open Payment Platform does corresponds to the specification. Most likely your account is misconfigured (e.g. wrong entity ID).","The transaction reaches an invalid state, because the response of Open Payment Platform does corresponds to the specification. Most likely your account is misconfigured (e.g. wrong entity ID)."
"The transaction was cancelled by the user.","The transaction was cancelled by the user."
"The unit price is invalid.","De artikelprijs is onjuist."
"The unit price is missing.","De artikelprijs ontbreekt."
"The user ID is provided by Open Payment Platform.","De gebruikers-ID wordt door Open Payment Platform."
"The validation at step authorize is not supported for ajax and hidden authorization","The validation at step authorize is not supported for ajax and hidden authorization"
"The whole transaction is cancelled.","De gehele transactie is geannuleerd."
"The width of the iframe containing the input field.","The width of the iframe containing the input field."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Er is een probleem bij de verwerking van uw betaling. Neem contact op met de winkel eigenaar om ervoor te zorgen dat uw bestelling is succesvol geplaatst."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There is some information missing.","Er ontbreken gegevens."
"There seems to be a problem with the Open Payment Platform module.","Er lijkt een probleem met de Open Payment Platform module zijn."
"There was an error validating the login and password.","There was an error validating the login and password."
"This URL has to be entered in the backend of Open Payment Platform as TransactionStatus URL.","This URL has to be entered in the backend of Open Payment Platform as TransactionStatus URL."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email."
"This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed.","This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed."
"This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Open Payment Platform module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip.","This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Open Payment Platform module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip."
"This message is returned by Open Payment Platform for this transaction.","Dit bericht wordt geretourneerd door Open Payment Platform voor deze transactie."
"This message is shown to the customer, when he fails to pass the solvency check.","This message is shown to the customer, when he fails to pass the solvency check."
"This message is shown to the customer, when the system of Open Payment Platform is not reachable or unavailable.","This message is shown to the customer, when the system of Open Payment Platform is not reachable or unavailable."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Open Payment Platform account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Open Payment Platform account."
"This payment method is unavailable.","This payment method is unavailable."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page."
"This status is set, when the payment was successfull and it is authorized.","Deze status wordt ingesteld, wanneer de betaling succesvol was en het is toegestaan."
"This transaction is already closed for further captures.","Deze transactie is gesloten en geen verdere gegevens worden gemaakt."
"This transaction is already closed for further refunds.","Deze transactie werd gesloten voor meer credits."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Time-out voor lopende betalingen (min)"
"Titel","Titel"
"Title","Title"
"Title of the payment method","Naam van de betalingsmethode"
"To use the Klarna payment method, please specify the Klarna merchant id (EID).","To use the Klarna payment method, please specify the Klarna merchant id (EID)."
"To use the Klarna payment method, the billing and shipping addresses must not differ.","To use the Klarna payment method, the billing and shipping addresses must not differ."
"To use this payment method you need to add a state to your address.","Om deze betaalmethode gebruiken wat je nodig hebt om een land toe te voegen aan uw adres."
"Total","Totaal"
"Total Shipping Charges","Totale verzendkosten"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Geautoriseerde transactie"
"Transaction Cancelled","Transactie geannuleerd"
"Transaction Captured","Transactie opgenomen"
"Transaction History","Transaction History"
"Transaction Id","Transaction Id"
"Transaction Paid","Transactie betaald"
"Transaction Uncertain","Transactie is onzeker"
"Transaction Updates","Transaction Updates"
"Transaction cancelled successfully","Transactie met succes geannuleerd"
"Transaction captured successfully","Transactie met succes gevangen"
"Transaction failed with an unkown reason.","Transaction failed with an unkown reason."
"Transaction failed with code @code and message @message.","Transaction failed with code @code and message @message."
"Transaction failed with code @code.","Transaction failed with code @code."
"Transaction history","Overzicht transactie"
"Transaction was authorized over the deferred authorization mechanism.","Transactie werd toegestaan ​​over de uitgestelde autorisatiemechanisme."
"TransactionStatus URL","TransactionStatus URL"
"Transactions","Transactions"
"Unable to save the invoice.","Niet in staat om de factuur op te slaan."
"Uncertain Status","onzekere status"
"Uncertain scoring","Uncertain scoring"
"Uncertain transactions","Onzekere transacties"
"Unexpected transaction context type.","Unexpected transaction context type."
"Unfortunately, we cannot handle this purchase via Klarna. Please select an alternative payment method to complete your order.","Unfortunately, we cannot handle this purchase via Klarna. Please select an alternative payment method to complete your order."
"United Kingdom","United Kingdom"
"Unknown error occurred while processing your request.","Unknown error occurred while processing your request."
"Update","Update"
"Update Qty's","Hoeveelheden update"
"Update interval for payments","Update Intervall voor betalingen"
"Use Base Currency","Use Base Currency"
"Use Default","Gebruik standaardinstellingen"
"Use Style","Use Style"
"Use base currency","Use base currency"
"User ID","User ID"
"User Id","User ID"
"User Password","Gebruiker Wachtwoord"
"V PAY","V PAY"
"VISA","VISA"
"VISA (Debit)","VISA (Debit)"
"VISA Electron","VISA Electron"
"Validation","Bevestiging"
"Validation: The amounts do not match.","Validation: The amounts do not match."
"Validation: The currencies do not match.","Validation: The currencies do not match."
"Validation: The payment brands do not match.","Validation: The payment brands do not match."
"Validation: The payment types do not match.","Validation: The payment types do not match."
"Version","Version"
"Version 1 (Classic)","Version 1 (Classic)"
"Version 2 (PCI DSS SAQ A)","Version 2 (PCI DSS SAQ A)"
"View","View"
"Visa","Visa"
"Wait On Success Page","Wait On Success Page"
"Waiting for bank","Wachten op de bank"
"Waiting for client payment","Wachten op opdrachtgever betaling"
"Waiting for risk management","Wachten op risicomanagement"
"We are sorry to have to inform you that your request for AfterPay Open Invoice on your order is not accepted by AfterPay. This is because of various (temporary) reasons. We advise you to choose a different payment method to complete your order.","Op dit moment is het helaas niet mogelijk om je bestelling achteraf te betalen met AfterPay. Dit kan verschillende redenen hebben. Voor meer informatie kun je contact opnemen met de klantenservice van AfterPay of ga naar https://www.afterpay.nl/nl/consumenten/vraag-en-antwoord/. We adviseren je om je bestelling met een andere betaalmethode af te ronden."
"We are sorry to have to inform you that your request for AfterPay Open Invoice on your order is not accepted by AfterPay. This is because one or more fields appeared to be incorrect. We advise you to check all entered values and try again or choose a different payment method to complete your order.","Helaas is een van de velden onjuist ingevuld. Controleer nogmaals het gebruikte adres, email-adres of telefoon nummer op juistheid of gebruik een andere betaalmethode om je bestelling mee af te ronden."
"We cannot get the transaction instance.","We cannot get the transaction instance."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","We ervaren een probleem met uw betaling extensie van sellxed. Voor meer informatie kunt u terecht op de configuratie pagina van de plugin."
"Webhook Secret Key","Webhook Secret Key"
"Webhook URL","Webhook URL"
"When the store is not available (network outage, server failure or any other outage), when the feedback of Open Payment Platform is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of Open Payment Platform is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento."
"Wrapper for encrypted notifcation","Wrapper for encrypted notifcation"
"Year","Jaar"
"Yellow","Yellow"
"Yes","Ja"
"Yes, use images for the brand selection.","Yes, use images for the brand selection."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in the their account."
"You can change this brand code, if your PSP supports different countries for this payment method","You can change this brand code, if your PSP supports different countries for this payment method"
"You can configure under the Webhook in the backend of Open Payment Platform under Administration > Webhooks.","You can configure under the Webhook in the backend of Open Payment Platform under Administration > Webhooks."
"You can decide on the order status new orders should have after they are processed successfully.","Definiër de order status, die met succes werden verwerkt."
"You can decide on the order status new orders should have that have an uncertain authorization status.","Definiër de order status, die een onzekere status hebben."
"You can define custom parameters that are sent to the PSP with every request. Syntax: ""customParameters[RISK_MID]=123123"", one parameter per line.","You can define custom parameters that are sent to the PSP with every request. Syntax: ""customParameters[RISK_MID]=123123"", one parameter per line."
"You can restrict the available countries. If no country is selected all available will be shown.","You can restrict the available countries. If no country is selected all available will be shown."
"You can specify the order status for new orders that have an uncertain authorisation status.","U kunt de orderstatus voor nieuwe orders die een onzeker statuut toestemming hebben geven."
"You can specify the order status for orders that are approved after being in a uncertain state.","You can specify the order status for orders that are approved after being in a uncertain state."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","U kunt de orderstatus voor bestellingen die zijn vastgelegd hetzij direct na de bestelling of met de hand in de backend specificeren."
"You can specify the order status for orders that are denied after being in a uncertain state.","You can specify the order status for orders that are denied after being in a uncertain state."
"You can specify the order status when an order is cancelled.","U kunt de status van de bestelling aangeven wanneer een bestelling wordt geannuleerd."
"You can specify the secret key during the setup of the webhook.","You can specify the secret key during the setup of the webhook."
"You can switch between the different environments, by selecting the corresponding operation mode.","You can switch between the different environments, by selecting the corresponding operation mode."
"You can switch between the different test modes.","You can switch between the different test modes."
"You can use a custom JavaScript file on the payment page and iframe authorization.","U kunt een aangepaste JavaScript-bestand te gebruiken op de Payment Page en iFrame toestemming."
"You can use a custom cancel button image for the payment page and iframe authorization.","U kunt een aangepaste annuleer-knop gebruiken voor de Payment Page en iFrame toestemming."
"You can use a custom css file on the payment page and iframe authorization.","U kunt een aangepaste css-bestand te gebruiken op de Payment Page en iFrame toestemming."
"You can use a custom pay button image for the payment page and iframe authorization.","U kunt een aangepaste pay-knop gebruiken voor de Payment Page en iFrame toestemming."
"You created the order.","You created the order."
"You do not specify yet a user id. Please specify in the main configurations a user id.","You do not specify yet a user id. Please specify in the main configurations a user id."
"You do not specify yet a user password. Please specify in the main configurations a user password.","You do not specify yet a user password. Please specify in the main configurations a user password."
"You do not specify yet the global entity ID. Please specify in the main configurations a global entity id.","You do not specify yet the global entity ID. Please specify in the main configurations a global entity id."
"You have no stored aliases.","You have no stored aliases."
"You have to enter a card number.","Je moet een kaartnummer in te voeren."
"You have to enter bank code of your bank.","Je moet bankcode van uw bank in te voeren."
"You have to enter commercial number of you company.","Je moet commerciële aantal van jullie bedrijf in te voeren."
"You have to enter either the CVC code or the issue number of your card.","Je moet ofwel de CVC-code of het nummer van afgifte van uw kaart in te voeren."
"You have to enter sales tax number of you company.","Je moet omzetbelasting aantal van jullie bedrijf in te voeren."
"You have to enter sales tax number of your company.","You have to enter sales tax number of your company."
"You have to enter the BIC.","Je moet de BIC in te voeren."
"You have to enter the CVC code from your card.","U moet de CVC uw kaart in te voeren."
"You have to enter the IBAN.","Je moet de IBAN in te voeren."
"You have to enter the account holder name on the card.","Je moet de naam rekeninghouder op de kaart in te voeren."
"You have to enter the account holder name.","Je moet de naam van de rekeninghouder te voeren."
"You have to enter the card holder name on the card.","U moet de kaarthouder in te voeren."
"You have to enter the location of your bank.","Je moet de locatie van uw bank in te voeren."
"You have to enter the name of the account owner.","Je moet de rekeninghouder te voeren."
"You have to enter the name of your bank.","Je moet de naam van uw bank in te voeren."
"You have to enter your IBAN Number.","Je moet voer uw IBAN-nummer."
"You have to enter your bank account number.","Je moet het rekeningnummer van uw bankrekening in te voeren."
"You have to enter your gender.","Je moet je geslacht in te voeren."
"You have to enter your social security number.","U moet uw sofi-nummer in te voeren."
"You may choose one of the cards you paid before on this site.","U kunt kiezen uit een eerder gebruikte kaart:"
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You must accept the terms of the mandate.","You must accept the terms of the mandate."
"You must agree to the presented mandate text.","You must agree to the presented mandate text."
"You must agree to the terms of service.","You must agree to the terms of service."
"You receive an Entity ID when you create your Open Payment Platform account. The entity ID specified here will be taken, when no specific Entity ID is defined in the payment method settings.","You receive an Entity ID when you create your Open Payment Platform account. The entity ID specified here will be taken, when no specific Entity ID is defined in the payment method settings."
"You will be redirect to the order confirmation page.","U wordt omgeleid naar de pagina orderbevestiging."
"You've reached the maximum amount of Afterpay paments.","Maximale aantal openstaande betalingen bereikt."
"Your CoC number is incorrect.","Onjuist kvk nummer."
"Your address is invalid or incomplete.","Het adres is onjuist of onvolledig."
"Your age is below 18.","Leeftijd is onder de 18 jaar."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Uw browser staat niet toe dat de uitvoering van JavaScript. Gelieve JavaScript te activeren in uw browser en herlaad deze pagina."
"Your email address is invalid or incomplete.","Het emailadres is ongeldigd of onvolledig."
"Your order amount is too high.","Het orderbedrag is te hoog."
"Your order amount is too low.","Het orderbedrag is te laag."
"Your request to use Afterpay has been declined.","Aanvraag komt niet in aanmerking voor AfterPay."
"OPPCw Aliases","OPPCw Alias"
"____paymentMethodName____","____paymentMethodName____"
"Open Payment Platform Aliases","Open Payment Platform Aliases"
"Open Payment Platform Error","Fout met Open Payment Platform"
"Open Payment Platform Parameters","Open Payment Platform Parameters"
"Open Payment Platform Refund Items","Open Payment Platform Refund Items"
"Open Payment Platform Section","Open Payment Platform Section"
"Open Payment Platform Transactions","Open Payment Platform Transactions"
"Open Payment Platform Unique ID","Open Payment Platform Unique ID"
"Open Payment Platform sends the invoice to the customer. It can be either send by postal services or by e-mail.","Open Payment Platform sends the invoice to the customer. It can be either send by postal services or by e-mail."
"Open Payment Platform:","Open Payment Platform:"
"Open Payment Platform: Alias Management","Open Payment Platform: Alias Management"
"customweb ltd","customweb ltd"
"http://www.sellxed.com/shop/en/software/manual/index/en/magento-payone-zahlungs-extension.html#chapter_3_1","http://www.sellxed.com/shop/en/software/manual/index/en/magento-payone-zahlungs-extension.html#chapter_3_1"
"md5","md5"
"no","no"
"or","or"
"sha2-384","sha2-384"
"yes","yes"
